Process ID,Arrival Time,Burst Time,Priority
P4290,280,49,13
P4291,423,29,15
P4292,855,18,3
P4293,269,44,10
P4294,153,8,9
P4295,613,31,13
P4296,726,34,16
P4297,661,7,3
P4298,943,36,15
P4299,82,18,17
P4300,621,38,14
P4301,946,9,7
P4302,898,9,16
P4303,425,46,8
P4304,274,8,4
P4305,712,35,15
P4306,283,18,5
P4307,979,5,13
P4308,172,14,6
P4309,326,28,5
P4310,717,30,17
P4311,62,4,7
P4312,72,39,6
P4313,762,20,2
P4314,635,25,11
P4315,374,28,7
P4316,632,12,8
P4317,507,2,5
P4318,786,43,18
P4319,942,14,16
P4320,397,22,14
P4321,119,31,12
P4322,933,23,17
P4323,436,48,5
P4324,828,20,14
P4325,675,38,6
P4326,935,4,15
P4327,464,15,7
P4328,285,24,14
P4329,264,25,18
P4330,319,1,1
P4331,672,7,6
P4332,375,31,3
P4333,819,12,5
P4334,88,42,12
P4335,653,5,11
P4336,202,44,13
P4337,820,42,16
P4338,738,38,18
P4339,954,12,17
P4340,333,39,17
P4341,221,18,11
P4342,40,2,10
P4343,707,10,16
P4344,67,15,2
P4345,987,30,17
P4346,775,44,10
P4347,513,17,13
P4348,872,4,12
P4349,636,7,15
P4350,621,41,7
P4351,597,31,13
P4352,936,39,12
P4353,631,34,12
P4354,126,6,2
P4355,254,38,5
P4356,694,45,2
P4357,15,34,13
P4358,476,44,3
P4359,61,15,11
P4360,880,14,16
P4361,431,6,1
P4362,669,37,19
P4363,267,32,11
P4364,34,3,9
P4365,778,3,14
P4366,575,22,9
P4367,493,22,7
P4368,561,10,16
P4369,468,3,3
P4370,766,12,19
P4371,660,29,4
P4372,324,48,7
P4373,303,17,12
P4374,275,7,18
P4375,868,13,5
P4376,962,2,10
P4377,683,4,12
P4378,928,10,8
P4379,200,39,19
P4380,444,24,15
P4381,904,17,1
P4382,323,6,3
P4383,34,19,18
P4384,976,5,18
P4385,481,32,2
P4386,727,10,5
P4387,479,9,1
P4388,64,27,10
P4389,7,13,10
P4390,300,19,5
P4391,342,21,18
P4392,430,24,15
P4393,423,38,8
P4394,331,4,17
P4395,437,24,12
P4396,587,35,12
P4397,173,3,1
P4398,558,4,4
P4399,526,37,8
P4400,872,40,1
P4401,658,48,15
P4402,25,35,18
P4403,819,31,1
P4404,604,44,11
P4405,405,25,2
P4406,231,40,1
P4407,532,13,12
P4408,818,4,16
P4409,549,46,10
P4410,787,14,18
P4411,504,13,15
P4412,668,27,17
P4413,178,6,10
P4414,131,17,3
P4415,822,36,16
P4416,454,40,6
P4417,347,49,3
P4418,539,35,9
P4419,771,17,11
P4420,405,41,13
P4421,75,2,18
P4422,940,13,4
P4423,578,2,8
P4424,853,28,13
P4425,491,43,10
P4426,193,26,2
P4427,983,22,8
P4428,161,47,6
P4429,346,43,16
P4430,950,3,18
P4431,360,35,17
P4432,768,12,6
P4433,583,24,13
P4434,86,5,14
P4435,933,20,10
P4436,261,39,11
P4437,213,39,13
P4438,664,13,12
P4439,721,41,9
P4440,912,45,4
P4441,572,12,7
P4442,779,13,2
P4443,261,10,7
P4444,729,33,9
P4445,282,40,5
P4446,647,16,15
P4447,466,45,18
P4448,379,35,4
P4449,361,3,19
P4450,448,5,7
P4451,440,26,8
P4452,92,11,17
P4453,620,7,13
P4454,752,10,11
P4455,866,42,1
P4456,423,34,2
P4457,141,3,17
P4458,290,8,5
P4459,431,31,6
P4460,748,11,7
P4461,851,45,15
P4462,823,7,19
P4463,688,45,16
P4464,652,2,13
P4465,700,6,5
P4466,997,41,3
P4467,48,32,3
P4468,301,20,19
P4469,880,34,14
P4470,189,16,16
P4471,135,25,17
P4472,554,12,4
P4473,403,7,13
P4474,891,39,8
P4475,864,17,19
P4476,601,45,5
P4477,806,11,2
P4478,340,6,15
P4479,756,23,2
P4480,944,27,11
P4481,703,46,13
P4482,317,6,10
P4483,617,38,3
P4484,362,2,5
P4485,821,22,3
P4486,381,20,6
P4487,232,25,13
P4488,776,15,10
P4489,343,49,19
P4490,548,29,8
P4491,816,8,18
P4492,552,37,3
P4493,528,49,17
P4494,855,33,8
P4495,788,22,10
P4496,818,47,2
P4497,570,5,12
P4498,934,39,6
P4499,182,18,2
P4500,40,38,3
P4501,550,37,17
P4502,396,30,7
P4503,703,31,5
P4504,778,10,1
P4505,493,15,8
P4506,658,42,12
P4507,906,48,14
P4508,332,44,16
P4509,126,18,10
P4510,557,23,15
P4511,556,33,15
P4512,0,16,10
P4513,167,38,7
P4514,619,35,3
P4515,18,34,2
P4516,331,28,6
P4517,583,2,9
P4518,455,30,10
P4519,956,13,4
P4520,108,41,3
P4521,267,16,9
P4522,444,5,17
P4523,239,28,14
P4524,928,39,10
P4525,300,45,13
P4526,601,20,12
P4527,102,24,1
P4528,987,27,19
P4529,249,30,19
P4530,452,45,6
P4531,519,27,13
P4532,152,26,19
P4533,858,7,13
P4534,173,42,4
P4535,342,47,2
P4536,669,38,15
P4537,430,5,12
P4538,726,23,7
P4539,688,28,18
P4540,686,34,13
P4541,851,15,17
P4542,849,32,4
P4543,657,26,14
P4544,961,48,13
P4545,323,31,3
P4546,989,19,18
P4547,672,9,14
P4548,638,29,15
P4549,419,39,3
P4550,593,4,1
P4551,484,3,17
P4552,658,29,3
P4553,750,11,14
P4554,411,33,3
P4555,935,38,13
P4556,83,11,15
P4557,112,27,18
P4558,736,33,14
P4559,331,21,3
P4560,377,39,19
P4561,754,31,8
P4562,654,38,4
P4563,40,46,4
P4564,934,2,19
P4565,769,27,11
P4566,958,36,1
P4567,796,11,8
P4568,104,47,15
P4569,201,18,1
P4570,449,1,7
P4571,818,35,11
P4572,842,35,14
P4573,972,31,16
P4574,265,28,14
P4575,909,39,12
P4576,209,1,17
P4577,562,25,14
P4578,117,43,10
P4579,712,38,14
P4580,376,20,18
P4581,550,3,9
P4582,539,2,17
P4583,770,18,6
P4584,83,44,8
P4585,453,10,13
P4586,666,5,18
P4587,628,9,5
P4588,513,2,6
P4589,604,34,19
P4590,677,38,4
P4591,386,31,7
P4592,911,10,4
P4593,349,12,11
P4594,295,36,12
P4595,257,21,14
P4596,80,49,13
P4597,936,47,10
P4598,267,6,18
P4599,418,48,16
P4600,234,49,5
P4601,832,3,8
P4602,310,10,14
P4603,812,5,5
P4604,974,46,8
P4605,985,26,6
P4606,356,21,16
P4607,212,45,4
P4608,573,26,12
P4609,48,38,11
P4610,126,44,3
P4611,222,26,12
P4612,920,8,5
P4613,278,5,6
P4614,407,15,19
P4615,504,16,18
P4616,293,1,16
P4617,795,16,11
P4618,276,37,5
P4619,437,3,9
P4620,106,47,3
P4621,657,31,8
P4622,419,13,6
P4623,610,16,4
P4624,428,43,12
P4625,374,21,12
P4626,72,2,16
P4627,948,27,10
P4628,997,38,14
P4629,633,26,13
P4630,29,38,9
P4631,187,46,7
P4632,363,25,12
P4633,865,11,5
P4634,799,8,18
P4635,450,8,4
P4636,194,33,2
P4637,155,7,3
P4638,171,38,12
P4639,846,21,3
P4640,40,8,4
P4641,62,21,6
P4642,22,20,12
P4643,359,8,19
P4644,74,46,10
P4645,559,31,1
P4646,671,29,17
P4647,824,48,16
P4648,117,9,9
P4649,611,15,9
P4650,379,30,9
P4651,928,26,12
P4652,919,10,9
P4653,678,29,15
P4654,289,16,2
P4655,439,36,11
P4656,667,20,11
P4657,932,45,8
P4658,6,37,6
P4659,195,22,7
P4660,420,7,3
P4661,567,23,8
P4662,832,41,18
P4663,192,40,17
P4664,558,29,11
P4665,147,16,2
P4666,786,38,19
P4667,668,28,7
P4668,201,48,18
P4669,443,38,8
P4670,913,31,14
P4671,987,14,7
P4672,418,33,4
P4673,426,9,17
P4674,478,27,5
P4675,474,24,12
P4676,125,13,9
P4677,394,26,13
P4678,816,29,18
P4679,880,49,9
P4680,805,43,4
P4681,575,28,8
P4682,324,28,1
P4683,391,8,17
P4684,929,23,9
P4685,687,29,13
P4686,627,5,2
P4687,439,42,13
P4688,203,7,9
P4689,485,42,6
P4690,832,36,1
P4691,30,41,5
P4692,387,27,3
P4693,624,46,4
P4694,876,2,1
P4695,433,25,14
P4696,836,9,9
P4697,925,27,4
P4698,375,1,18
P4699,343,23,14
P4700,442,10,4
P4701,578,42,10
P4702,74,25,3
P4703,556,3,7
P4704,771,6,10
P4705,665,6,13
P4706,154,2,4
P4707,429,18,18
P4708,362,23,11
P4709,447,2,4
P4710,986,12,14
P4711,233,22,18
P4712,562,37,8
P4713,817,20,10
P4714,261,39,5
P4715,826,24,7
P4716,124,48,12
P4717,910,20,3
P4718,244,1,4
P4719,541,1,10
P4720,937,17,4
P4721,484,1,15
P4722,121,45,10
P4723,124,30,16
P4724,548,41,15
P4725,169,47,19
P4726,123,3,19
P4727,868,46,18
P4728,34,11,12
P4729,86,24,16
P4730,645,22,1
P4731,707,44,16
P4732,785,45,2
P4733,200,26,15
P4734,368,13,7
P4735,796,1,1
P4736,76,24,5
P4737,58,10,10
P4738,430,35,4
P4739,637,24,14
P4740,499,28,13
P4741,912,36,1
P4742,108,16,16
P4743,735,40,9
P4744,277,16,16
P4745,67,17,19
P4746,68,15,15
P4747,164,16,14
P4748,488,15,10
P4749,304,34,12
P4750,908,11,1
P4751,673,1,17
P4752,364,15,9
P4753,853,26,19
P4754,820,4,18
P4755,378,43,7
P4756,342,5,9
P4757,946,35,12
P4758,898,13,7
P4759,553,10,14
P4760,353,11,15
P4761,415,18,15
P4762,108,34,6
P4763,562,39,14
P4764,761,41,2
P4765,496,42,8
P4766,340,23,13
P4767,941,7,6
P4768,382,39,5
P4769,532,3,5
P4770,299,12,1
P4771,138,7,9
P4772,358,49,6
P4773,835,26,7
P4774,498,33,9
P4775,384,37,5
P4776,603,48,14
P4777,958,15,5
P4778,279,2,8
P4779,636,41,7
P4780,482,7,13
P4781,908,32,13
P4782,110,4,8
P4783,865,20,11
P4784,138,36,18
P4785,995,32,19
P4786,434,28,6
P4787,508,13,2
P4788,272,1,13
P4789,98,35,11
P4790,763,48,1
P4791,849,30,2
P4792,103,36,17
P4793,213,25,8
P4794,760,16,2
P4795,663,19,6
P4796,761,1,5
P4797,786,5,16
P4798,164,22,8
P4799,998,24,19
P4800,852,43,16
P4801,519,45,13
P4802,283,37,7
P4803,516,36,16
P4804,656,36,16
P4805,612,4,12
P4806,163,36,14
P4807,885,18,18
P4808,658,16,18
P4809,63,41,16
P4810,90,18,16
P4811,116,22,13
P4812,865,2,9
P4813,266,21,9
P4814,821,36,13
P4815,684,44,4
P4816,558,39,9
P4817,139,47,15
P4818,245,39,14
P4819,660,29,19
P4820,757,26,12
P4821,394,21,6
P4822,486,17,3
P4823,475,16,16
P4824,516,31,17
P4825,976,9,16
P4826,183,31,6
P4827,19,14,8
P4828,936,49,19
P4829,557,37,2
P4830,523,2,14
P4831,581,48,12
P4832,528,46,17
P4833,882,14,15
P4834,146,33,18
P4835,665,35,16
P4836,303,39,13
P4837,619,47,17
P4838,747,20,8
P4839,819,2,1
P4840,863,41,3
P4841,581,19,16
P4842,694,37,2
P4843,761,18,15
P4844,227,16,1
P4845,101,4,9
P4846,586,12,16
P4847,416,29,4
P4848,957,7,12
P4849,215,14,1
P4850,406,12,1
P4851,398,35,7
P4852,922,5,18
P4853,714,17,15
P4854,703,42,13
P4855,760,32,16
P4856,498,10,7
P4857,753,43,16
P4858,464,17,13
P4859,690,5,14
P4860,948,45,17
P4861,973,42,12
P4862,730,9,13
P4863,81,49,15
P4864,603,33,4
P4865,946,36,2
P4866,686,36,18
P4867,750,18,2
P4868,771,9,15
P4869,902,29,19
P4870,364,14,15
P4871,162,25,10
P4872,47,15,11
P4873,510,6,10
P4874,328,42,5
P4875,839,29,9
P4876,115,15,19
P4877,940,29,13
P4878,848,4,18
P4879,336,18,17
P4880,880,49,6
P4881,736,44,10
P4882,863,39,2
P4883,839,16,6
P4884,146,11,13
P4885,574,14,18
P4886,805,3,7
P4887,322,42,2
P4888,442,38,14
P4889,836,45,5
P4890,12,42,18
P4891,942,18,11
P4892,493,20,10
P4893,700,48,11
P4894,286,25,2
P4895,719,38,15
P4896,113,13,7
P4897,479,4,9
P4898,21,14,5
P4899,348,33,7
P4900,725,28,2
P4901,682,37,3
P4902,834,8,2
P4903,565,44,19
P4904,905,34,4
P4905,809,44,7
P4906,319,5,7
P4907,125,5,17
P4908,276,31,19
P4909,975,45,16
P4910,203,9,3
P4911,193,42,15
P4912,680,32,14
P4913,663,33,15
P4914,546,3,14
P4915,695,30,7
P4916,285,12,3
P4917,56,29,17
P4918,733,3,10
P4919,302,26,15
P4920,162,30,6
P4921,18,9,17
P4922,369,26,17
P4923,263,2,14
P4924,793,3,18
P4925,112,46,5
P4926,487,4,8
P4927,326,25,7
P4928,541,13,4
P4929,646,39,18
P4930,578,44,5
P4931,64,35,16
P4932,291,23,14
P4933,24,9,19
P4934,548,2,14
P4935,0,41,9
P4936,910,44,6
P4937,548,31,17
P4938,140,44,19
P4939,743,47,12
P4940,647,2,4
P4941,900,32,16
P4942,187,18,11
P4943,127,13,4
P4944,200,46,17
P4945,126,5,8
P4946,256,42,14
P4947,675,44,2
P4948,546,10,11
P4949,193,43,11
P4950,702,25,6
P4951,103,34,14
P4952,534,37,10
P4953,264,30,8
P4954,801,7,7
P4955,941,6,8
P4956,973,3,8
P4957,383,13,2
P4958,259,3,16
P4959,413,26,9
P4960,990,24,13
P4961,357,6,12
P4962,74,43,17
P4963,354,49,2
P4964,583,42,13
P4965,770,12,1
P4966,909,49,19
P4967,187,36,11
P4968,972,2,5
P4969,684,11,1
P4970,991,39,13
P4971,289,34,8
P4972,44,26,6
P4973,572,18,17
P4974,82,21,12
P4975,122,36,1
P4976,357,40,3
P4977,527,46,14
P4978,65,44,8
P4979,935,22,11
P4980,656,30,14
P4981,374,43,8
P4982,161,30,3
P4983,745,8,7
P4984,379,34,19
P4985,655,47,4
P4986,357,9,16
P4987,187,20,13
P4988,321,40,19
P4989,449,25,5
P4990,473,19,5
P4991,12,5,4
P4992,183,11,2
P4993,110,15,13
P4994,926,8,16
P4995,507,19,2
P4996,289,23,19
P4997,294,27,17
P4998,450,40,5
P4999,903,32,18
P5000,214,26,18
