ProcessID,ArrivalTime,BurstTime,Priority,GroupID
P65_21,31,20,1,65
P65_22,38,10,1,65
P65_23,25,18,3,65
P65_24,39,6,2,65
P65_25,43,1,5,65
P65_26,22,7,3,65
P65_27,45,17,2,65
P65_28,4,6,3,65
P65_29,0,12,5,65
P65_30,4,2,3,65
P65_31,28,13,1,65
P65_32,49,9,4,65
P65_33,25,20,4,65
P65_34,48,20,5,65
P65_35,17,8,1,65
P65_36,50,10,1,65
P65_37,13,6,5,65
P65_38,11,6,5,65
P65_39,19,16,4,65
P65_40,29,13,1,65
P65_41,49,20,2,65
P65_42,44,3,2,65
P65_43,2,7,2,65
P65_44,21,13,4,65
P65_45,19,19,4,65
P65_46,7,5,4,65
P65_47,48,9,1,65
P65_48,37,11,1,65
P65_49,30,14,5,65
P65_50,37,3,2,65
P66_1,16,20,2,66
P66_2,34,19,3,66
P66_3,46,3,2,66
P66_4,29,13,2,66
P66_5,15,16,3,66
P66_6,50,9,5,66
P66_7,8,14,1,66
P66_8,11,15,3,66
P66_9,15,12,2,66
P66_10,44,9,2,66
P66_11,16,4,3,66
P66_12,35,8,3,66
P66_13,24,19,1,66
P66_14,12,1,4,66
P66_15,19,14,3,66
P66_16,3,12,1,66
P66_17,28,11,2,66
P66_18,15,20,2,66
P66_19,36,14,2,66
P66_20,9,17,3,66
P66_21,31,1,4,66
P66_22,26,19,3,66
P66_23,3,5,4,66
P66_24,3,4,2,66
P66_25,23,15,3,66
P66_26,46,16,5,66
P66_27,35,20,4,66
P66_28,15,12,4,66
P66_29,0,8,5,66
P66_30,43,2,3,66
P66_31,26,16,1,66
P66_32,43,12,3,66
P66_33,48,3,3,66
P66_34,10,1,5,66
P66_35,9,20,1,66
P66_36,13,4,2,66
P66_37,35,11,2,66
P66_38,36,12,5,66
P66_39,47,19,4,66
P66_40,29,8,4,66
P66_41,14,11,3,66
P66_42,37,4,2,66
P66_43,2,8,3,66
P66_44,30,2,3,66
P66_45,41,2,2,66
P66_46,31,5,4,66
P66_47,34,6,1,66
P66_48,3,6,1,66
P66_49,1,14,4,66
P66_50,22,19,4,66
P67_1,3,12,1,67
P67_2,11,9,1,67
P67_3,14,1,2,67
P67_4,39,20,5,67
P67_5,31,13,2,67
P67_6,21,9,2,67
P67_7,18,2,2,67
P67_8,42,6,4,67
P67_9,17,5,1,67
P67_10,16,20,5,67
P67_11,5,11,2,67
P67_12,26,5,1,67
P67_13,14,16,1,67
P67_14,9,19,5,67
P67_15,0,16,1,67
P67_16,30,17,5,67
P67_17,24,8,5,67
P67_18,49,19,1,67
P67_19,31,7,3,67
P67_20,45,8,3,67
P67_21,39,4,1,67
P67_22,24,11,1,67
P67_23,2,7,5,67
P67_24,42,10,2,67
P67_25,21,17,5,67
P67_26,31,3,1,67
P67_27,11,11,2,67
P67_28,46,7,1,67
P67_29,10,13,2,67
P67_30,0,12,4,67
P67_31,46,16,4,67
P67_32,0,13,5,67
P67_33,21,1,5,67
P67_34,6,3,3,67
P67_35,23,9,2,67
P67_36,35,15,5,67
P67_37,2,9,3,67
P67_38,33,6,2,67
P67_39,37,12,5,67
P67_40,6,14,4,67
P67_41,2,2,3,67
P67_42,31,5,2,67
P67_43,26,20,2,67
P67_44,49,11,1,67
P67_45,38,16,3,67
P67_46,37,8,4,67
P67_47,50,12,2,67
P67_48,17,9,3,67
P67_49,29,2,4,67
P67_50,39,8,5,67
P68_1,42,20,5,68
P68_2,10,13,3,68
P68_3,6,8,5,68
P68_4,5,15,5,68
P68_5,20,20,5,68
P68_6,43,11,3,68
P68_7,0,13,3,68
P68_8,31,12,3,68
P68_9,10,10,2,68
P68_10,45,13,1,68
P68_11,40,14,1,68
P68_12,6,12,5,68
P68_13,29,10,4,68
P68_14,21,18,5,68
P68_15,47,16,3,68
P68_16,22,14,4,68
P68_17,46,7,3,68
P68_18,39,2,5,68
P68_19,0,16,3,68
P68_20,23,14,1,68
P68_21,19,6,1,68
P68_22,10,20,4,68
P68_23,18,16,3,68
P68_24,13,11,3,68
P68_25,0,1,4,68
P68_26,36,3,1,68
P68_27,50,8,5,68
P68_28,44,13,4,68
P68_29,25,8,3,68
P68_30,31,15,5,68
P68_31,22,19,4,68
P68_32,8,1,3,68
P68_33,34,16,1,68
P68_34,29,2,2,68
P68_35,18,8,3,68
P68_36,38,3,4,68
P68_37,39,2,3,68
P68_38,3,13,1,68
P68_39,23,13,1,68
P68_40,19,20,4,68
P68_41,33,14,5,68
P68_42,33,8,2,68
P68_43,15,4,4,68
P68_44,34,2,4,68
P68_45,32,13,1,68
P68_46,37,19,5,68
P68_47,36,10,3,68
P68_48,14,20,3,68
P68_49,31,6,5,68
P68_50,16,1,5,68
P69_1,18,2,1,69
P69_2,34,2,3,69
P69_3,42,10,5,69
P69_4,21,2,5,69
P69_5,41,15,5,69
P69_6,33,19,3,69
P69_7,23,16,3,69
P69_8,23,6,2,69
P69_9,50,3,4,69
P69_10,13,10,5,69
P69_11,49,13,5,69
P69_12,50,19,3,69
P69_13,29,11,1,69
P69_14,1,2,4,69
P69_15,32,18,5,69
P69_16,38,2,1,69
P69_17,7,11,2,69
P69_18,32,5,2,69
P69_19,13,8,4,69
P69_20,11,20,4,69
P69_21,20,1,4,69
P69_22,35,20,5,69
P69_23,0,19,1,69
P69_24,27,12,1,69
P69_25,20,15,3,69
P69_26,34,18,3,69
P69_27,5,9,4,69
P69_28,39,16,1,69
P69_29,8,5,3,69
P69_30,25,3,4,69
P69_31,40,7,5,69
P69_32,31,12,1,69
P69_33,37,12,4,69
P69_34,8,20,5,69
P69_35,31,17,4,69
P69_36,46,17,1,69
P69_37,38,4,5,69
P69_38,6,17,2,69
P69_39,48,11,5,69
P69_40,33,16,3,69
P69_41,46,12,2,69
P69_42,2,15,2,69
P69_43,29,17,2,69
P69_44,5,5,1,69
P69_45,2,2,4,69
P69_46,35,18,5,69
P69_47,19,6,4,69
P69_48,1,10,4,69
P69_49,43,20,5,69
P69_50,37,17,2,69
P70_1,48,16,2,70
P70_2,13,14,4,70
P70_3,40,7,5,70
P70_4,21,18,4,70
P70_5,1,1,4,70
P70_6,13,17,1,70
P70_7,15,18,3,70
P70_8,48,20,3,70
P70_9,37,18,3,70
P70_10,30,8,3,70
P70_11,46,1,5,70
P70_12,12,12,4,70
P70_13,34,5,4,70
P70_14,0,3,2,70
P70_15,0,12,3,70
P70_16,19,20,3,70
P70_17,12,15,4,70
P70_18,32,16,4,70
P70_19,47,15,3,70
P70_20,33,11,5,70
P70_21,3,15,5,70
P70_22,24,17,1,70
P70_23,25,6,2,70
P70_24,27,15,2,70
P70_25,39,1,5,70
P70_26,46,14,1,70
P70_27,6,18,3,70
P70_28,26,9,1,70
P70_29,29,16,2,70
P70_30,37,12,5,70
P70_31,45,17,4,70
P70_32,36,10,3,70
P70_33,19,1,3,70
P70_34,19,19,2,70
P70_35,34,14,4,70
P70_36,9,9,3,70
P70_37,2,19,4,70
P70_38,39,10,2,70
P70_39,27,20,3,70
P70_40,27,2,1,70
P70_41,48,14,2,70
P70_42,40,19,1,70
P70_43,4,11,3,70
P70_44,15,19,4,70
P70_45,32,5,4,70
P70_46,6,10,2,70
P70_47,21,8,5,70
P70_48,40,5,4,70
P70_49,29,12,1,70
P70_50,24,17,4,70
P71_1,14,7,2,71
P71_2,6,18,1,71
P71_3,35,7,3,71
P71_4,3,10,4,71
P71_5,25,1,5,71
P71_6,10,3,5,71
P71_7,41,15,3,71
P71_8,24,7,4,71
P71_9,11,3,4,71
P71_10,17,8,3,71
P71_11,47,5,4,71
P71_12,38,20,4,71
P71_13,45,18,5,71
P71_14,5,12,4,71
P71_15,31,5,5,71
P71_16,49,3,2,71
P71_17,1,5,1,71
P71_18,20,16,2,71
P71_19,25,18,5,71
P71_20,19,5,2,71
P71_21,24,16,5,71
P71_22,26,5,1,71
P71_23,18,11,1,71
P71_24,24,19,4,71
P71_25,15,20,3,71
P71_26,42,17,5,71
P71_27,24,10,5,71
P71_28,27,18,4,71
P71_29,44,15,3,71
P71_30,48,8,4,71
P71_31,37,11,3,71
P71_32,19,3,4,71
P71_33,28,13,5,71
P71_34,41,11,5,71
P71_35,5,6,2,71
P71_36,25,8,3,71
P71_37,49,20,3,71
P71_38,30,5,3,71
P71_39,35,14,4,71
P71_40,46,7,1,71
P71_41,15,1,1,71
P71_42,12,16,3,71
P71_43,34,15,4,71
P71_44,37,4,4,71
P71_45,3,3,5,71
P71_46,29,6,3,71
P71_47,22,8,2,71
P71_48,48,5,5,71
P71_49,8,16,5,71
P71_50,0,20,5,71
P72_1,28,17,2,72
P72_2,27,11,5,72
P72_3,4,17,5,72
P72_4,0,14,2,72
P72_5,33,13,1,72
P72_6,47,9,4,72
P72_7,28,17,3,72
P72_8,9,20,2,72
P72_9,23,17,1,72
P72_10,1,20,4,72
P72_11,42,13,5,72
P72_12,46,13,4,72
P72_13,19,11,2,72
P72_14,28,12,1,72
P72_15,31,17,2,72
P72_16,29,2,4,72
P72_17,13,20,4,72
P72_18,16,5,4,72
P72_19,0,16,2,72
P72_20,36,3,3,72
P72_21,16,3,4,72
P72_22,9,3,4,72
P72_23,35,6,2,72
P72_24,28,8,5,72
P72_25,4,19,3,72
P72_26,8,11,4,72
P72_27,19,18,3,72
P72_28,35,14,2,72
P72_29,39,9,5,72
P72_30,12,9,2,72
P72_31,7,20,1,72
P72_32,14,13,5,72
P72_33,32,6,5,72
P72_34,19,15,5,72
P72_35,23,9,5,72
P72_36,18,18,4,72
P72_37,40,5,1,72
P72_38,7,18,4,72
P72_39,32,8,2,72
P72_40,3,4,3,72
P72_41,22,7,4,72
P72_42,5,4,3,72
P72_43,26,15,3,72
P72_44,14,3,3,72
P72_45,13,9,2,72
P72_46,37,20,5,72
P72_47,42,16,5,72
P72_48,31,16,1,72
P72_49,17,1,3,72
P72_50,13,3,4,72
P73_1,33,11,1,73
P73_2,43,17,4,73
P73_3,36,11,2,73
P73_4,2,18,1,73
P73_5,4,16,2,73
P73_6,8,19,5,73
P73_7,21,7,3,73
P73_8,32,15,5,73
P73_9,19,18,1,73
P73_10,12,8,3,73
P73_11,29,5,1,73
P73_12,49,5,5,73
P73_13,12,10,3,73
P73_14,40,14,4,73
P73_15,30,9,5,73
P73_16,49,12,4,73
P73_17,43,16,2,73
P73_18,11,20,2,73
P73_19,47,18,5,73
P73_20,21,14,2,73
P73_21,5,17,4,73
P73_22,17,20,3,73
P73_23,9,20,5,73
P73_24,28,13,4,73
P73_25,11,19,4,73
P73_26,42,10,4,73
P73_27,44,9,3,73
P73_28,9,9,3,73
P73_29,34,3,4,73
P73_30,41,2,5,73
P73_31,7,12,5,73
P73_32,25,10,3,73
P73_33,1,3,4,73
P73_34,7,16,1,73
P73_35,21,12,2,73
P73_36,9,17,5,73
P73_37,28,16,2,73
P73_38,23,15,1,73
P73_39,11,2,5,73
P73_40,3,15,5,73
P73_41,22,1,4,73
P73_42,22,7,4,73
P73_43,46,2,5,73
P73_44,3,10,1,73
P73_45,10,12,4,73
P73_46,11,5,3,73
P73_47,26,5,2,73
P73_48,45,20,3,73
P73_49,19,5,3,73
P73_50,37,20,5,73
P74_1,39,20,3,74
P74_2,31,19,2,74
P74_3,31,10,2,74
P74_4,43,3,4,74
P74_5,49,2,4,74
P74_6,2,10,1,74
P74_7,39,18,3,74
P74_8,40,19,5,74
P74_9,26,12,4,74
P74_10,35,14,3,74
P74_11,1,18,3,74
P74_12,26,10,1,74
P74_13,8,8,1,74
P74_14,39,7,1,74
P74_15,1,10,5,74
P74_16,12,8,1,74
P74_17,24,19,4,74
P74_18,34,5,3,74
P74_19,15,11,2,74
P74_20,26,18,2,74
P74_21,34,7,1,74
P74_22,14,1,4,74
P74_23,39,2,2,74
P74_24,10,20,2,74
P74_25,27,18,2,74
P74_26,1,2,2,74
P74_27,3,3,4,74
P74_28,12,20,4,74
P74_29,34,6,4,74
P74_30,47,16,3,74
P74_31,17,19,3,74
P74_32,38,1,2,74
P74_33,10,9,3,74
P74_34,41,4,2,74
P74_35,38,1,4,74
P74_36,37,4,4,74
P74_37,22,14,5,74
P74_38,12,5,4,74
P74_39,43,5,1,74
P74_40,4,9,3,74
P74_41,11,18,4,74
P74_42,6,16,2,74
P74_43,38,20,2,74
P74_44,38,5,1,74
P74_45,33,16,3,74
P74_46,28,7,5,74
P74_47,16,19,3,74
P74_48,29,16,5,74
P74_49,22,11,1,74
P74_50,19,11,1,74
P75_1,49,2,4,75
P75_2,18,14,3,75
P75_3,17,11,2,75
P75_4,43,7,4,75
P75_5,29,3,2,75
P75_6,43,17,2,75
P75_7,29,20,1,75
P75_8,43,15,5,75
P75_9,2,18,5,75
P75_10,17,13,2,75
P75_11,21,3,4,75
P75_12,44,15,4,75
P75_13,8,10,2,75
P75_14,15,11,4,75
P75_15,16,5,2,75
P75_16,24,14,2,75
P75_17,36,19,2,75
P75_18,3,13,1,75
P75_19,7,15,4,75
P75_20,8,3,4,75
P75_21,42,3,2,75
P75_22,12,18,1,75
P75_23,24,4,1,75
P75_24,34,5,3,75
P75_25,14,3,4,75
P75_26,46,19,5,75
P75_27,20,15,3,75
P75_28,26,17,4,75
P75_29,34,5,1,75
P75_30,28,19,5,75
P75_31,38,8,4,75
P75_32,35,18,1,75
P75_33,44,20,3,75
P75_34,16,18,5,75
P75_35,5,17,3,75
P75_36,43,17,2,75
P75_37,6,11,5,75
P75_38,13,1,3,75
P75_39,11,11,1,75
P75_40,7,2,3,75
P75_41,29,5,3,75
P75_42,4,19,4,75
P75_43,39,9,1,75
P75_44,1,8,2,75
P75_45,13,10,2,75
P75_46,25,18,2,75
P75_47,33,7,1,75
P75_48,47,14,1,75
P75_49,19,1,5,75
P75_50,9,2,1,75
P76_1,36,14,2,76
P76_2,2,5,2,76
P76_3,26,10,4,76
P76_4,27,18,5,76
P76_5,9,3,1,76
P76_6,42,12,2,76
P76_7,16,18,2,76
P76_8,25,8,2,76
P76_9,2,8,1,76
P76_10,2,8,5,76
P76_11,5,6,2,76
P76_12,39,1,3,76
P76_13,48,2,5,76
P76_14,29,8,2,76
P76_15,29,8,4,76
P76_16,43,20,4,76
P76_17,3,11,4,76
P76_18,37,20,1,76
P76_19,20,11,5,76
P76_20,43,16,3,76
P76_21,8,18,3,76
P76_22,0,16,4,76
P76_23,33,9,2,76
P76_24,33,17,4,76
P76_25,36,16,4,76
P76_26,44,11,2,76
P76_27,29,5,5,76
P76_28,3,1,1,76
P76_29,21,8,1,76
P76_30,18,5,1,76
P76_31,24,14,1,76
P76_32,47,11,4,76
P76_33,25,13,5,76
P76_34,22,13,4,76
P76_35,41,8,3,76
P76_36,27,15,1,76
P76_37,45,3,1,76
P76_38,36,19,3,76
P76_39,13,17,5,76
P76_40,34,6,3,76
P76_41,28,17,1,76
P76_42,21,7,5,76
P76_43,14,13,2,76
P76_44,12,5,3,76
P76_45,20,3,1,76
P76_46,24,4,1,76
P76_47,37,5,5,76
P76_48,32,6,4,76
P76_49,9,1,1,76
P76_50,12,2,4,76
P77_1,30,20,5,77
P77_2,30,13,2,77
P77_3,4,6,4,77
P77_4,35,10,5,77
P77_5,35,12,3,77
P77_6,5,7,3,77
P77_7,24,15,3,77
P77_8,11,7,3,77
P77_9,16,19,4,77
P77_10,4,13,4,77
P77_11,40,13,1,77
P77_12,2,5,1,77
P77_13,4,7,2,77
P77_14,18,8,2,77
P77_15,33,16,5,77
P77_16,26,18,5,77
P77_17,27,10,2,77
P77_18,26,8,1,77
P77_19,43,5,4,77
P77_20,15,18,4,77
P77_21,22,6,4,77
P77_22,41,18,2,77
P77_23,5,5,5,77
P77_24,23,10,1,77
P77_25,27,4,2,77
P77_26,12,12,4,77
P77_27,7,7,1,77
P77_28,41,6,5,77
P77_29,2,10,2,77
P77_30,12,10,5,77
P77_31,48,8,5,77
P77_32,40,18,5,77
P77_33,20,11,1,77
P77_34,32,2,4,77
P77_35,13,10,2,77
P77_36,6,15,1,77
P77_37,4,17,2,77
P77_38,9,2,2,77
P77_39,27,17,5,77
P77_40,16,13,3,77
P77_41,8,19,4,77
P77_42,26,8,4,77
P77_43,29,2,5,77
P77_44,16,4,4,77
P77_45,22,12,3,77
P77_46,41,7,1,77
P77_47,49,1,2,77
P77_48,42,18,4,77
P77_49,19,9,2,77
P77_50,40,5,5,77
P78_1,2,19,1,78
P78_2,21,4,4,78
P78_3,1,17,4,78
P78_4,25,9,4,78
P78_5,19,14,5,78
P78_6,22,16,1,78
P78_7,41,13,1,78
P78_8,4,11,4,78
P78_9,23,4,4,78
P78_10,6,9,5,78
P78_11,23,17,3,78
P78_12,32,18,1,78
P78_13,15,11,1,78
P78_14,45,6,4,78
P78_15,24,19,3,78
P78_16,25,14,5,78
P78_17,49,14,2,78
P78_18,42,1,2,78
P78_19,16,6,4,78
P78_20,40,7,5,78
P78_21,34,20,3,78
P78_22,29,16,5,78
P78_23,8,17,5,78
P78_24,3,8,4,78
P78_25,32,6,5,78
P78_26,13,18,4,78
P78_27,41,15,5,78
P78_28,40,19,1,78
P78_29,16,6,4,78
P78_30,35,8,1,78
P78_31,9,14,5,78
P78_32,33,13,3,78
P78_33,49,1,2,78
P78_34,43,11,3,78
P78_35,28,5,2,78
P78_36,24,3,2,78
P78_37,11,9,3,78
P78_38,7,1,4,78
P78_39,34,19,3,78
P78_40,38,12,1,78
P78_41,46,2,5,78
P78_42,8,13,4,78
P78_43,23,11,2,78
P78_44,22,11,5,78
P78_45,17,17,1,78
P78_46,1,11,5,78
P78_47,23,16,4,78
P78_48,44,11,3,78
P78_49,27,4,4,78
P78_50,6,4,1,78
P79_1,39,17,1,79
P79_2,16,8,2,79
P79_3,23,7,5,79
P79_4,43,7,3,79
P79_5,16,8,2,79
P79_6,32,19,5,79
P79_7,26,3,2,79
P79_8,45,9,3,79
P79_9,36,20,3,79
P79_10,44,2,4,79
P79_11,11,3,1,79
P79_12,32,8,1,79
P79_13,41,1,2,79
P79_14,21,3,2,79
P79_15,29,3,5,79
P79_16,3,7,5,79
P79_17,6,2,4,79
P79_18,42,12,1,79
P79_19,1,16,5,79
P79_20,44,11,2,79
P79_21,0,19,4,79
P79_22,38,2,3,79
P79_23,22,17,2,79
P79_24,35,15,5,79
P79_25,31,11,5,79
P79_26,22,1,3,79
P79_27,38,3,5,79
P79_28,39,19,4,79
P79_29,22,7,3,79
P79_30,34,15,3,79
P79_31,47,5,2,79
P79_32,46,2,1,79
P79_33,12,10,3,79
P79_34,21,20,5,79
P79_35,26,12,4,79
P79_36,45,7,2,79
P79_37,7,5,2,79
P79_38,13,1,4,79
P79_39,48,5,2,79
P79_40,23,9,3,79
P79_41,2,18,1,79
P79_42,18,6,4,79
P79_43,27,6,1,79
P79_44,29,16,1,79
P79_45,13,4,1,79
P79_46,5,16,2,79
P79_47,44,9,3,79
P79_48,17,19,4,79
P79_49,33,4,1,79
P79_50,21,20,4,79
P80_1,40,2,3,80
P80_2,17,8,2,80
P80_3,42,14,2,80
P80_4,16,18,3,80
P80_5,34,8,3,80
P80_6,47,11,4,80
P80_7,30,12,4,80
P80_8,33,11,1,80
P80_9,17,8,2,80
P80_10,46,4,2,80
P80_11,10,4,4,80
P80_12,41,16,3,80
P80_13,5,12,5,80
P80_14,3,9,2,80
P80_15,20,9,5,80
P80_16,29,19,5,80
P80_17,1,8,1,80
P80_18,35,13,5,80
P80_19,7,13,3,80
P80_20,4,12,1,80
P80_21,33,10,4,80
P80_22,47,7,2,80
P80_23,46,1,4,80
P80_24,13,12,4,80
P80_25,0,13,5,80
P80_26,32,16,5,80
P80_27,2,10,5,80
P80_28,27,19,3,80
P80_29,38,4,1,80
P80_30,28,3,1,80
P80_31,31,6,4,80
P80_32,0,16,5,80
P80_33,42,14,5,80
P80_34,8,17,5,80
P80_35,10,13,3,80
P80_36,49,15,5,80
P80_37,23,8,4,80
P80_38,3,13,4,80
P80_39,4,16,1,80
P80_40,47,6,1,80
P80_41,25,9,5,80
P80_42,26,12,5,80
P80_43,7,20,1,80
P80_44,21,12,3,80
P80_45,43,5,2,80
P80_46,24,10,3,80
P80_47,38,11,1,80
P80_48,26,9,3,80
P80_49,17,1,3,80
P80_50,14,18,1,80
P81_1,24,14,5,81
P81_2,10,18,2,81
P81_3,34,20,2,81
P81_4,17,14,3,81
P81_5,9,4,4,81
P81_6,1,17,2,81
P81_7,23,7,2,81
P81_8,45,7,5,81
P81_9,9,7,1,81
P81_10,14,7,3,81
P81_11,3,19,3,81
P81_12,14,19,4,81
P81_13,35,18,4,81
P81_14,20,8,1,81
P81_15,24,16,4,81
P81_16,32,4,3,81
P81_17,49,6,1,81
P81_18,8,2,2,81
P81_19,41,20,2,81
P81_20,39,1,5,81
P81_21,33,8,2,81
P81_22,8,2,4,81
P81_23,37,6,1,81
P81_24,3,11,5,81
P81_25,38,3,4,81
P81_26,36,4,1,81
P81_27,15,18,4,81
P81_28,47,17,3,81
P81_29,39,13,4,81
P81_30,41,12,3,81
P81_31,37,6,3,81
P81_32,18,16,1,81
P81_33,9,7,4,81
P81_34,36,3,3,81
P81_35,8,19,4,81
P81_36,44,2,4,81
P81_37,9,18,3,81
P81_38,17,9,3,81
P81_39,0,1,2,81
P81_40,46,18,5,81
P81_41,42,14,4,81
P81_42,22,19,1,81
P81_43,10,1,5,81
P81_44,34,10,4,81
P81_45,39,1,5,81
P81_46,41,6,4,81
P81_47,25,12,3,81
P81_48,28,19,5,81
P81_49,46,6,2,81
P81_50,19,4,5,81
P82_1,29,9,1,82
P82_2,50,10,1,82
P82_3,29,18,4,82
P82_4,32,8,3,82
P82_5,46,13,3,82
P82_6,3,19,3,82
P82_7,35,7,3,82
P82_8,5,14,4,82
P82_9,25,6,2,82
P82_10,22,18,3,82
P82_11,42,6,5,82
P82_12,7,6,5,82
P82_13,22,11,3,82
P82_14,49,19,4,82
P82_15,27,13,2,82
P82_16,27,7,2,82
P82_17,23,4,1,82
P82_18,6,15,2,82
P82_19,38,14,5,82
P82_20,32,11,5,82
P82_21,2,14,2,82
P82_22,5,20,3,82
P82_23,43,1,4,82
P82_24,10,12,3,82
P82_25,20,19,2,82
P82_26,3,18,3,82
P82_27,5,19,1,82
P82_28,23,2,2,82
P82_29,11,10,2,82
P82_30,49,4,1,82
P82_31,10,12,1,82
P82_32,49,18,5,82
P82_33,31,7,3,82
P82_34,29,16,2,82
P82_35,44,12,3,82
P82_36,42,1,1,82
P82_37,0,16,4,82
P82_38,36,18,3,82
P82_39,45,6,3,82
P82_40,23,15,4,82
P82_41,49,3,1,82
P82_42,21,10,2,82
P82_43,49,15,4,82
P82_44,32,3,4,82
P82_45,47,6,1,82
P82_46,36,17,2,82
P82_47,11,18,1,82
P82_48,48,10,5,82
P82_49,11,4,5,82
P82_50,46,10,4,82
P83_1,24,2,2,83
P83_2,17,9,4,83
P83_3,25,3,5,83
P83_4,16,3,1,83
P83_5,7,14,4,83
P83_6,7,5,1,83
P83_7,32,4,5,83
P83_8,16,11,2,83
P83_9,16,4,1,83
P83_10,17,19,2,83
P83_11,1,18,2,83
P83_12,13,19,1,83
P83_13,20,4,1,83
P83_14,9,10,3,83
P83_15,27,19,5,83
P83_16,28,4,5,83
P83_17,23,3,4,83
P83_18,39,16,1,83
P83_19,35,12,5,83
P83_20,26,7,2,83
P83_21,7,2,1,83
P83_22,8,17,4,83
P83_23,9,4,2,83
P83_24,37,20,2,83
P83_25,30,18,5,83
P83_26,31,16,1,83
P83_27,16,2,3,83
P83_28,12,18,4,83
P83_29,14,19,4,83
P83_30,16,8,1,83
P83_31,30,11,1,83
P83_32,20,2,5,83
P83_33,20,4,2,83
P83_34,22,11,3,83
P83_35,50,6,1,83
P83_36,15,8,4,83
P83_37,30,14,1,83
P83_38,33,4,3,83
P83_39,36,17,5,83
P83_40,37,1,2,83
P83_41,43,4,1,83
P83_42,42,6,5,83
P83_43,29,16,4,83
P83_44,38,20,4,83
P83_45,18,16,3,83
P83_46,1,1,2,83
P83_47,6,4,3,83
P83_48,45,19,3,83
P83_49,9,1,1,83
P83_50,9,14,5,83
P84_1,12,6,3,84
P84_2,9,15,3,84
P84_3,19,11,2,84
P84_4,43,11,2,84
P84_5,22,10,3,84
P84_6,19,6,3,84
P84_7,36,11,3,84
P84_8,1,8,3,84
P84_9,8,11,3,84
P84_10,23,17,5,84
P84_11,11,6,1,84
P84_12,8,4,3,84
P84_13,20,15,4,84
P84_14,41,6,4,84
P84_15,46,10,3,84
P84_16,43,10,1,84
P84_17,39,17,2,84
P84_18,49,4,2,84
P84_19,2,11,4,84
P84_20,37,9,4,84
P84_21,29,20,3,84
P84_22,23,8,3,84
P84_23,29,10,2,84
P84_24,3,15,5,84
P84_25,50,11,2,84
P84_26,32,15,2,84
P84_27,36,3,5,84
P84_28,48,11,4,84
P84_29,23,20,2,84
P84_30,10,7,5,84
P84_31,5,3,3,84
P84_32,46,11,1,84
P84_33,31,17,4,84
P84_34,31,1,2,84
P84_35,50,11,1,84
P84_36,37,19,1,84
P84_37,24,4,4,84
P84_38,23,18,5,84
P84_39,1,8,1,84
P84_40,35,12,2,84
P84_41,7,5,4,84
P84_42,5,14,1,84
P84_43,22,6,2,84
P84_44,10,13,4,84
P84_45,20,20,3,84
P84_46,11,13,2,84
P84_47,2,13,5,84
P84_48,4,14,1,84
P84_49,0,14,1,84
P84_50,39,9,2,84
P85_1,30,4,3,85
P85_2,4,18,3,85
P85_3,27,16,5,85
P85_4,33,11,4,85
P85_5,41,4,4,85
P85_6,8,8,3,85
P85_7,17,4,4,85
P85_8,25,13,3,85
P85_9,15,2,4,85
P85_10,28,13,4,85
P85_11,39,10,5,85
P85_12,49,10,4,85
P85_13,47,20,1,85
P85_14,19,5,3,85
P85_15,30,1,3,85
P85_16,33,18,1,85
P85_17,3,1,4,85
P85_18,26,17,1,85
P85_19,44,13,1,85
P85_20,39,20,3,85
P85_21,24,2,4,85
P85_22,10,19,1,85
P85_23,43,1,2,85
P85_24,43,9,5,85
P85_25,2,13,4,85
P85_26,6,13,4,85
P85_27,5,16,3,85
P85_28,17,3,4,85
P85_29,43,5,2,85
P85_30,3,18,3,85
P85_31,47,20,5,85
P85_32,19,19,5,85
P85_33,10,17,1,85
P85_34,0,15,3,85
P85_35,23,2,4,85
P85_36,42,3,5,85
P85_37,14,4,1,85
P85_38,33,19,4,85
P85_39,2,18,2,85
P85_40,14,14,2,85
P85_41,24,5,1,85
P85_42,6,3,4,85
P85_43,49,3,3,85
P85_44,3,10,4,85
P85_45,45,8,2,85
P85_46,40,1,5,85
P85_47,2,20,1,85
P85_48,48,13,4,85
P85_49,8,17,2,85
P85_50,11,7,2,85
P86_1,11,15,1,86
P86_2,44,14,3,86
P86_3,35,8,2,86
P86_4,38,7,5,86
P86_5,48,3,4,86
P86_6,12,18,4,86
P86_7,34,8,1,86
P86_8,17,7,3,86
P86_9,47,11,2,86
P86_10,19,12,3,86
P86_11,1,3,4,86
P86_12,26,7,5,86
P86_13,24,4,2,86
P86_14,19,19,5,86
P86_15,3,15,3,86
P86_16,18,19,3,86
P86_17,40,18,4,86
P86_18,37,2,1,86
P86_19,29,17,2,86
P86_20,28,2,3,86
P86_21,27,5,4,86
P86_22,1,20,3,86
P86_23,42,8,5,86
P86_24,2,19,2,86
P86_25,11,1,4,86
P86_26,31,7,1,86
P86_27,22,19,5,86
P86_28,43,7,5,86
P86_29,35,14,5,86
P86_30,25,17,3,86
P86_31,44,3,3,86
P86_32,45,15,4,86
P86_33,35,12,3,86
P86_34,24,15,4,86
P86_35,27,10,2,86
P86_36,12,15,5,86
P86_37,18,11,1,86
P86_38,41,4,3,86
P86_39,47,7,4,86
P86_40,31,4,5,86
P86_41,27,15,2,86
P86_42,41,2,3,86
P86_43,35,20,3,86
P86_44,35,4,1,86
